label,x,y
flat,12.150057,4.8248897
flat,12.310245,1.9374007
flat,11.264356,3.4464273
flat,11.52494,5.352821
flat,9.989988,4.019788
flat,11.1237955,5.0132265
flat,10.031909,3.6652408
flat,7.4705935,7.750839
flat,11.04981,6.28842
up,8.151465,3.7057323
up,3.0724387,7.9854884
up,10.043112,3.1854024
up,6.1000996,9.51386
flat,2.6014762,7.6834474
flat,2.9785488,11.244365
flat,0.75746924,7.9727225
up,5.9171333,7.509017
flat,12.066233,2.5345428
flat,5.943179,8.213338
flat,5.7463202,11.495393
flat,11.607093,8.241612
flat,9.921599,3.2607763
flat,4.754248,6.9386044
up,1.0465858,8.136161
flat,0.65726775,10.67288
flat,-1.8058267,9.016208
up,6.688403,4.683036
flat,6.38434,6.565693
flat,8.167463,9.993277
up,3.0951738,7.5885706
up,9.978118,7.1382113
flat,6.969296,5.959819
flat,7.458504,6.728774
flat,7.047364,6.559818
flat,4.4401536,7.4220076
flat,8.63048,11.069487
flat,3.7498,10.405221
flat,12.9099455,4.452724
flat,12.584961,5.463468
flat,4.781058,7.6234045
flat,12.646295,5.6867948
flat,12.090868,6.310867
flat,13.188987,3.6135528
up,7.886619,4.740183
up,9.639615,8.745877
flat,11.928401,4.1558285
flat,-0.91319275,10.350795
flat,6.159465,7.145612
flat,11.416584,4.5506606
flat,12.753538,4.2034917
flat,12.456904,5.0592895
flat,7.1251445,6.068186
up,6.8713565,6.801998
flat,4.6074142,7.944657
flat,6.140851,7.0834537
flat,10.3133745,7.4777317
flat,8.475273,5.1573663
flat,6.5087614,7.4197493
flat,6.978443,7.746088
flat,6.679097,6.2886176
flat,8.359048,3.526361
flat,10.396385,3.1723626
flat,11.892645,4.875723
flat,5.2856345,6.9957104
flat,12.315885,5.121656
up,6.140242,5.1325727
flat,6.506955,6.3060064
flat,5.3841166,7.2723145
flat,8.589223,3.718247
flat,7.2801347,4.0693913
flat,6.872872,5.711451
flat,8.574542,4.9017215
flat,11.156629,6.2423334
flat,4.816347,6.498854
flat,10.0028925,3.2235537
flat,10.346535,3.2954082
flat,6.7731047,4.959041
flat,8.77124,3.9077964
flat,11.52097,3.199796
flat,9.668606,3.528781
flat,7.0134106,4.4935966
flat,6.0925756,6.560413
flat,6.2117505,6.603382
up,5.9218693,5.2617283
up,6.7421727,5.6793103
flat,12.669737,4.16498
flat,5.914125,5.1614122
flat,10.388379,4.0992923
flat,4.945083,10.831276
flat,11.484784,2.0556617
flat,7.8006897,3.9538355
flat,9.094506,7.264217
flat,9.6601305,6.5025334
flat,7.7806897,4.159395
flat,8.506137,7.9774013
flat,5.801547,10.031256
up,5.1984797,6.253395
flat,1.8970355,7.5852537
up,6.061217,5.1340523
flat,13.055883,4.0548735
up,2.8600273,8.54229
flat,4.2711134,8.633491
flat,1.4260671,10.63939
up,7.0358353,5.5852976
up,7.1639366,4.8260236
up,6.027105,4.916306
up,8.125773,3.6081932
flat,7.8625774,11.086642
flat,4.048573,8.438048
flat,2.1081042,8.069747
flat,11.776985,4.0724406
flat,5.238922,6.42003
up,5.168914,8.643776
flat,7.007468,6.2572303
flat,0.63444144,8.266034
flat,2.560837,8.227097
up,6.8984447,4.2565036
flat,5.225029,7.196452
flat,6.7014723,7.518181
up,4.7795005,5.8365035
flat,5.355885,6.5161214
flat,1.2905397,8.358374
flat,1.5759753,8.9173
flat,4.5133147,8.424148
flat,8.3780365,7.9763885
flat,3.0095239,8.655814
flat,4.9878535,7.9167657
flat,9.0542555,8.828313
flat,4.908973,7.8830647
flat,1.6252649,7.9486547
up,6.265865,5.4458094
flat,3.0060053,8.041661
flat,4.614433,8.891154
up,5.420657,8.498741
up,8.04825,3.6513228
complex,2.7676985,6.405637
flat,5.1593127,8.791044
flat,4.993764,7.7384253
complex,5.429736,5.7607574
flat,1.3535476,7.7204843
flat,1.4084318,8.057183
flat,4.1277266,7.81451
flat,7.24188,7.456579
flat,4.5933194,7.9716415
flat,7.8522654,7.6775064
up,6.841609,4.67338
flat,12.746176,3.9574246
flat,8.480372,3.407962
flat,7.624129,3.8767424
flat,5.6544857,5.9333186
flat,11.490843,2.420728
flat,12.257737,3.4477415
longdown,11.976298,1.9933405
flat,11.8702755,2.1982293
flat,13.249573,1.8177983
flat,13.0626955,2.1738288
flat,11.120536,3.4146452
flat,12.505323,1.765686
flat,12.772637,5.2918973
flat,12.668206,4.2847824
flat,13.304489,3.3739655
flat,12.040485,1.6819723
flat,11.394375,4.4443765
up,11.417792,2.1111453
flat,12.081329,3.1451802
up,8.208018,3.6818535
flat,10.547255,8.044807
flat,11.219835,7.0987754
flat,13.354043,2.7685764
flat,10.777885,5.621061
up,10.050822,4.6288805
flat,10.745572,3.7584202
flat,12.887005,5.6593986
flat,12.936017,6.419671
flat,13.42205,2.681311
flat,11.441276,3.3156722
flat,12.082752,2.396894
flat,12.717941,1.6498876
flat,12.234609,6.501731
flat,12.567445,4.0082808
flat,11.81143,2.558111
flat,11.706656,3.9572515
flat,12.588391,2.8929315
flat,10.0294895,2.8848588
up,7.0700426,6.2450705
up,6.9231234,4.595617
flat,12.964048,4.1921096
flat,7.5979114,4.2461305
flat,11.808598,7.158521
flat,12.096202,4.877817
flat,8.501272,7.7902412
flat,7.2409034,9.371236
flat,12.365459,4.801994
flat,11.620024,5.042644
flat,11.566581,6.608061
flat,10.3800125,6.8261113
flat,11.597694,6.9997444
flat,9.2548895,5.9987526
up,5.8734584,5.528608
flat,12.223808,2.6849432
flat,6.9652176,4.919747
up,9.700721,6.6511445
flat,12.2351675,5.0940685
